REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2016/09/19 04:00:00,5927.85,27.67,TRADE
NSW1,2016/09/19 04:30:00,6016.49,28.73,TRADE
NSW1,2016/09/19 05:00:00,6082.9,28.50,TRADE
NSW1,2016/09/19 05:30:00,6435.56,31.06,TRADE
NSW1,2016/09/19 06:00:00,6795.27,35.38,TRADE
NSW1,2016/09/19 06:30:00,7423.63,51.94,TRADE
NSW1,2016/09/19 07:00:00,8033,65.98,TRADE
NSW1,2016/09/19 07:30:00,8043.5,51.81,TRADE
NSW1,2016/09/19 08:00:00,8252.93,67.52,TRADE
NSW1,2016/09/19 08:30:00,8364.84,75.41,TRADE
NSW1,2016/09/19 09:00:00,8233.28,58.80,TRADE
NSW1,2016/09/19 09:30:00,8219.57,55.44,TRADE
NSW1,2016/09/19 10:00:00,8135.84,56.15,TRADE
NSW1,2016/09/19 10:30:00,8082.56,53.64,TRADE
NSW1,2016/09/19 11:00:00,8014.66,53.86,TRADE
NSW1,2016/09/19 11:30:00,7881.89,50.87,TRADE
NSW1,2016/09/19 12:00:00,7809.01,50.17,TRADE
NSW1,2016/09/19 12:30:00,7731.15,49.88,TRADE
NSW1,2016/09/19 13:00:00,7680.68,46.51,TRADE
NSW1,2016/09/19 13:30:00,7637.12,49.68,TRADE
NSW1,2016/09/19 14:00:00,7558.61,44.03,TRADE
NSW1,2016/09/19 14:30:00,7623.34,42.42,TRADE
NSW1,2016/09/19 15:00:00,7618.61,44.08,TRADE
NSW1,2016/09/19 15:30:00,7550.38,40.90,TRADE
NSW1,2016/09/19 16:00:00,7718.05,51.35,TRADE
NSW1,2016/09/19 16:30:00,7867.26,51.09,TRADE
NSW1,2016/09/19 17:00:00,8130.08,75.25,TRADE
NSW1,2016/09/19 17:30:00,8332.67,58.18,TRADE
NSW1,2016/09/19 18:00:00,8732.44,65.53,TRADE
NSW1,2016/09/19 18:30:00,9127.44,89.56,TRADE
NSW1,2016/09/19 19:00:00,9296.87,104.14,TRADE
NSW1,2016/09/19 19:30:00,9029.88,70.74,TRADE
NSW1,2016/09/19 20:00:00,8861.82,76.18,TRADE
NSW1,2016/09/19 20:30:00,8713.17,71.24,TRADE
NSW1,2016/09/19 21:00:00,8495.09,60.60,TRADE
NSW1,2016/09/19 21:30:00,8375.49,60.84,TRADE
NSW1,2016/09/19 22:00:00,8083.01,43.41,TRADE
NSW1,2016/09/19 22:30:00,8072.93,49.43,TRADE
NSW1,2016/09/19 23:00:00,7884.05,45.27,TRADE
NSW1,2016/09/19 23:30:00,7856.65,52.93,TRADE
NSW1,2016/09/20 00:00:00,7718.13,44.12,TRADE
NSW1,2016/09/20 00:30:00,7531.39,31.77,TRADE
NSW1,2016/09/20 01:00:00,7401.9,32.05,TRADE
NSW1,2016/09/20 01:30:00,7279.34,32.30,TRADE
NSW1,2016/09/20 02:00:00,7026.58,28.34,TRADE
NSW1,2016/09/20 02:30:00,6667.73,26.07,TRADE
NSW1,2016/09/20 03:00:00,6480.56,23.78,TRADE
NSW1,2016/09/20 03:30:00,6298.41,17.93,TRADE
NSW1,2016/09/20 04:00:00,6231.19,19.11,TRADE
NSW1,2016/09/20 04:30:00,6186.37,25.93,TRADE
NSW1,2016/09/20 05:00:00,6301.22,27.09,TRADE
NSW1,2016/09/20 05:30:00,6610.26,29.29,TRADE
NSW1,2016/09/20 06:00:00,7028.1,31.27,TRADE
NSW1,2016/09/20 06:30:00,7738.35,45.97,TRADE
NSW1,2016/09/20 07:00:00,8360.09,54.50,TRADE
NSW1,2016/09/20 07:30:00,8520.53,46.15,TRADE
NSW1,2016/09/20 08:00:00,8603.29,41.84,TRADE
NSW1,2016/09/20 08:30:00,8493.68,46.93,TRADE
NSW1,2016/09/20 09:00:00,8267.67,40.79,TRADE
NSW1,2016/09/20 09:30:00,8253.02,51.29,TRADE
NSW1,2016/09/20 10:00:00,8160.76,50.47,TRADE
NSW1,2016/09/20 10:30:00,8140.37,45.45,TRADE
NSW1,2016/09/20 11:00:00,8001.99,42.83,TRADE
NSW1,2016/09/20 11:30:00,7856.15,32.94,TRADE
NSW1,2016/09/20 12:00:00,7733.56,32.58,TRADE
NSW1,2016/09/20 12:30:00,7629.91,31.49,TRADE
NSW1,2016/09/20 13:00:00,7434.06,31.62,TRADE
NSW1,2016/09/20 13:30:00,7739.51,44.60,TRADE
NSW1,2016/09/20 14:00:00,7883.63,49.39,TRADE
NSW1,2016/09/20 14:30:00,7944.23,47.60,TRADE
NSW1,2016/09/20 15:00:00,7963.57,55.59,TRADE
NSW1,2016/09/20 15:30:00,8010.36,56.74,TRADE
NSW1,2016/09/20 16:00:00,8097.01,48.62,TRADE
NSW1,2016/09/20 16:30:00,8230.35,50.56,TRADE
NSW1,2016/09/20 17:00:00,8345.12,53.16,TRADE
NSW1,2016/09/20 17:30:00,8408.7,50.74,TRADE
NSW1,2016/09/20 18:00:00,9041.27,71.13,TRADE
NSW1,2016/09/20 18:30:00,9457.74,93.58,TRADE
NSW1,2016/09/20 19:00:00,9499.25,152.79,TRADE
NSW1,2016/09/20 19:30:00,9267.21,64.02,TRADE
NSW1,2016/09/20 20:00:00,9017.69,57.85,TRADE
NSW1,2016/09/20 20:30:00,8836.75,57.21,TRADE
NSW1,2016/09/20 21:00:00,8692.43,54.34,TRADE
NSW1,2016/09/20 21:30:00,8466.32,52.76,TRADE
NSW1,2016/09/20 22:00:00,8158.61,37.74,TRADE
NSW1,2016/09/20 22:30:00,8191.54,57.63,TRADE
NSW1,2016/09/20 23:00:00,7927.17,41.34,TRADE
NSW1,2016/09/20 23:30:00,7816.91,37.44,TRADE
NSW1,2016/09/21 00:00:00,7771.56,39.68,TRADE
NSW1,2016/09/21 00:30:00,7609.73,33.96,TRADE
NSW1,2016/09/21 01:00:00,7433.23,29.74,TRADE
NSW1,2016/09/21 01:30:00,7260.95,31.11,TRADE
NSW1,2016/09/21 02:00:00,7059.94,30,TRADE
NSW1,2016/09/21 02:30:00,6734.63,28.65,TRADE
NSW1,2016/09/21 03:00:00,6444.33,27.52,TRADE
NSW1,2016/09/21 03:30:00,6295.76,27.07,TRADE
NSW1,2016/09/21 04:00:00,6158.21,27.09,TRADE
NSW1,2016/09/21 04:30:00,6152.63,27.25,TRADE
NSW1,2016/09/21 05:00:00,6292.43,27.52,TRADE
NSW1,2016/09/21 05:30:00,6580.52,28.34,TRADE
NSW1,2016/09/21 06:00:00,6926.24,30.24,TRADE
NSW1,2016/09/21 06:30:00,7568.6,41.34,TRADE
NSW1,2016/09/21 07:00:00,8122.74,55.46,TRADE
NSW1,2016/09/21 07:30:00,8458.75,53.57,TRADE
NSW1,2016/09/21 08:00:00,8740.39,66.81,TRADE
NSW1,2016/09/21 08:30:00,8829.86,74.09,TRADE
NSW1,2016/09/21 09:00:00,8621.18,65.73,TRADE
NSW1,2016/09/21 09:30:00,8496.58,57.21,TRADE
NSW1,2016/09/21 10:00:00,8465.78,65.11,TRADE
NSW1,2016/09/21 10:30:00,8516.36,66.96,TRADE
NSW1,2016/09/21 11:00:00,8533.31,62.72,TRADE
NSW1,2016/09/21 11:30:00,8459.42,55.13,TRADE
NSW1,2016/09/21 12:00:00,8374.9,49.83,TRADE
NSW1,2016/09/21 12:30:00,8424.24,45.49,TRADE
NSW1,2016/09/21 13:00:00,8418.59,42.23,TRADE
NSW1,2016/09/21 13:30:00,8399.03,50.17,TRADE
NSW1,2016/09/21 14:00:00,8353.72,50.79,TRADE
NSW1,2016/09/21 14:30:00,8388.73,58.03,TRADE
NSW1,2016/09/21 15:00:00,8352.95,48.47,TRADE
NSW1,2016/09/21 15:30:00,8346.63,56.99,TRADE
NSW1,2016/09/21 16:00:00,8442.66,69.88,TRADE
NSW1,2016/09/21 16:30:00,8506.23,64.86,TRADE
NSW1,2016/09/21 17:00:00,8691.19,67.33,TRADE
NSW1,2016/09/21 17:30:00,8801.72,44.43,TRADE
NSW1,2016/09/21 18:00:00,9076.16,56.03,TRADE
NSW1,2016/09/21 18:30:00,9435.91,80.35,TRADE
NSW1,2016/09/21 19:00:00,9493.91,99.91,TRADE
NSW1,2016/09/21 19:30:00,9267.24,75.02,TRADE
NSW1,2016/09/21 20:00:00,9084.88,89.99,TRADE
NSW1,2016/09/21 20:30:00,8931.86,99.07,TRADE
NSW1,2016/09/21 21:00:00,8738.17,72.48,TRADE
NSW1,2016/09/21 21:30:00,8497.1,63.28,TRADE
NSW1,2016/09/21 22:00:00,8249.48,50.21,TRADE
NSW1,2016/09/21 22:30:00,8231.85,74.32,TRADE
NSW1,2016/09/21 23:00:00,7990.99,60.47,TRADE
NSW1,2016/09/21 23:30:00,7930.88,58.78,TRADE
NSW1,2016/09/22 00:00:00,7894.52,57.53,TRADE
NSW1,2016/09/22 00:30:00,7711.1,72.84,TRADE
NSW1,2016/09/22 01:00:00,7485.3,53.30,TRADE
NSW1,2016/09/22 01:30:00,7279.01,45.44,TRADE
NSW1,2016/09/22 02:00:00,7073.53,39.55,TRADE
NSW1,2016/09/22 02:30:00,6752.76,38.53,TRADE
NSW1,2016/09/22 03:00:00,6519.17,38.17,TRADE
NSW1,2016/09/22 03:30:00,6349.1,32.72,TRADE
NSW1,2016/09/22 04:00:00,6254.58,30.39,TRADE
NSW1,2016/09/22 04:30:00,6252.54,32.05,TRADE
NSW1,2016/09/22 05:00:00,6373.56,32.71,TRADE
NSW1,2016/09/22 05:30:00,6700.27,39.51,TRADE
NSW1,2016/09/22 06:00:00,7006.1,47.27,TRADE
NSW1,2016/09/22 06:30:00,7625.88,99.11,TRADE
NSW1,2016/09/22 07:00:00,8184.42,76.15,TRADE
NSW1,2016/09/22 07:30:00,8279.22,49.24,TRADE
NSW1,2016/09/22 08:00:00,8408.26,60.77,TRADE
NSW1,2016/09/22 08:30:00,8396.34,64.94,TRADE
NSW1,2016/09/22 09:00:00,8235.5,68.95,TRADE
NSW1,2016/09/22 09:30:00,8133.84,51.83,TRADE
NSW1,2016/09/22 10:00:00,8159.52,62.19,TRADE
NSW1,2016/09/22 10:30:00,8196.66,57.44,TRADE
NSW1,2016/09/22 11:00:00,8228.35,61.32,TRADE
NSW1,2016/09/22 11:30:00,8227.86,69.54,TRADE
NSW1,2016/09/22 12:00:00,8157.61,75.11,TRADE
NSW1,2016/09/22 12:30:00,8077.68,65.35,TRADE
NSW1,2016/09/22 13:00:00,8102.37,55.06,TRADE
NSW1,2016/09/22 13:30:00,8102.35,48.97,TRADE
NSW1,2016/09/22 14:00:00,8015.66,41.60,TRADE
NSW1,2016/09/22 14:30:00,8038.73,50.40,TRADE
NSW1,2016/09/22 15:00:00,8070.41,47.68,TRADE
NSW1,2016/09/22 15:30:00,8095.82,53.69,TRADE
NSW1,2016/09/22 16:00:00,8221.04,59.75,TRADE
NSW1,2016/09/22 16:30:00,8394.23,54.97,TRADE
NSW1,2016/09/22 17:00:00,8534.11,57.18,TRADE
NSW1,2016/09/22 17:30:00,8748.8,43.13,TRADE
NSW1,2016/09/22 18:00:00,9104.23,56.94,TRADE
NSW1,2016/09/22 18:30:00,9428.51,72.73,TRADE
NSW1,2016/09/22 19:00:00,9429.12,115.21,TRADE
NSW1,2016/09/22 19:30:00,9223.43,70.81,TRADE
NSW1,2016/09/22 20:00:00,9028.31,83.22,TRADE
NSW1,2016/09/22 20:30:00,8853.52,66.86,TRADE
NSW1,2016/09/22 21:00:00,8643.68,54.54,TRADE
NSW1,2016/09/22 21:30:00,8469.01,52.99,TRADE
NSW1,2016/09/22 22:00:00,8180.04,41.85,TRADE
NSW1,2016/09/22 22:30:00,8209.79,62.99,TRADE
NSW1,2016/09/22 23:00:00,7957.5,57.54,TRADE
NSW1,2016/09/22 23:30:00,7905.84,59.29,TRADE
NSW1,2016/09/23 00:00:00,7858.54,68.70,TRADE
NSW1,2016/09/23 00:30:00,7711.72,59.86,TRADE
NSW1,2016/09/23 01:00:00,7514.88,45.55,TRADE
NSW1,2016/09/23 01:30:00,7320.62,38.16,TRADE
NSW1,2016/09/23 02:00:00,7129.68,44.71,TRADE
NSW1,2016/09/23 02:30:00,6780.75,42.56,TRADE
NSW1,2016/09/23 03:00:00,6526.03,48.97,TRADE
NSW1,2016/09/23 03:30:00,6356.8,43.30,TRADE
NSW1,2016/09/23 04:00:00,6255.27,34.88,TRADE
NSW1,2016/09/23 04:30:00,6280.05,37.76,TRADE
NSW1,2016/09/23 05:00:00,6386.27,37.56,TRADE
NSW1,2016/09/23 05:30:00,6622.51,51.36,TRADE
NSW1,2016/09/23 06:00:00,7019.28,49.37,TRADE
NSW1,2016/09/23 06:30:00,7557.95,48.09,TRADE
NSW1,2016/09/23 07:00:00,8094.05,60.25,TRADE
NSW1,2016/09/23 07:30:00,8238.3,50.82,TRADE
NSW1,2016/09/23 08:00:00,8353.25,48.26,TRADE
NSW1,2016/09/23 08:30:00,8347.29,44.47,TRADE
NSW1,2016/09/23 09:00:00,8183.29,41.58,TRADE
NSW1,2016/09/23 09:30:00,8115.78,47.54,TRADE
NSW1,2016/09/23 10:00:00,8098.52,49.71,TRADE
NSW1,2016/09/23 10:30:00,8060.31,43.84,TRADE
NSW1,2016/09/23 11:00:00,8037.21,38.39,TRADE
NSW1,2016/09/23 11:30:00,7984.59,37.03,TRADE
NSW1,2016/09/23 12:00:00,7929.62,40.38,TRADE
NSW1,2016/09/23 12:30:00,7852.28,35.82,TRADE
NSW1,2016/09/23 13:00:00,7749.54,33,TRADE
NSW1,2016/09/23 13:30:00,7726.96,33.08,TRADE
NSW1,2016/09/23 14:00:00,7688.91,34.87,TRADE
NSW1,2016/09/23 14:30:00,7682.96,32.54,TRADE
NSW1,2016/09/23 15:00:00,7696.89,39.53,TRADE
NSW1,2016/09/23 15:30:00,7701.02,43,TRADE
NSW1,2016/09/23 16:00:00,7746.09,46.76,TRADE
NSW1,2016/09/23 16:30:00,7861.43,41.93,TRADE
NSW1,2016/09/23 17:00:00,8007.58,53.93,TRADE
NSW1,2016/09/23 17:30:00,8129.71,40.23,TRADE
NSW1,2016/09/23 18:00:00,8365.42,45.72,TRADE
NSW1,2016/09/23 18:30:00,8628.49,67.15,TRADE
NSW1,2016/09/23 19:00:00,8742.82,80.86,TRADE
NSW1,2016/09/23 19:30:00,8560.93,58.17,TRADE
NSW1,2016/09/23 20:00:00,8389.11,56.32,TRADE
NSW1,2016/09/23 20:30:00,8228.13,47.86,TRADE
NSW1,2016/09/23 21:00:00,8118.3,43.70,TRADE
NSW1,2016/09/23 21:30:00,8003.11,41.58,TRADE
NSW1,2016/09/23 22:00:00,7816.62,33.07,TRADE
NSW1,2016/09/23 22:30:00,8000.23,49.95,TRADE
NSW1,2016/09/23 23:00:00,7801.88,49.11,TRADE
NSW1,2016/09/23 23:30:00,7736.62,50.71,TRADE
NSW1,2016/09/24 00:00:00,7713.63,44.17,TRADE
NSW1,2016/09/24 00:30:00,7514.47,37.29,TRADE
NSW1,2016/09/24 01:00:00,7356.92,40.89,TRADE
NSW1,2016/09/24 01:30:00,7170.47,45.22,TRADE
NSW1,2016/09/24 02:00:00,6915.58,35.98,TRADE
NSW1,2016/09/24 02:30:00,6627.41,34.83,TRADE
NSW1,2016/09/24 03:00:00,6311.17,34.61,TRADE
NSW1,2016/09/24 03:30:00,6139.83,30.29,TRADE
NSW1,2016/09/24 04:00:00,6005.32,31.41,TRADE
NSW1,2016/09/24 04:30:00,6012.29,34.04,TRADE
NSW1,2016/09/24 05:00:00,6039.82,35.33,TRADE
NSW1,2016/09/24 05:30:00,6104.26,39.20,TRADE
NSW1,2016/09/24 06:00:00,6197.61,42.20,TRADE
NSW1,2016/09/24 06:30:00,6474.99,37.10,TRADE
NSW1,2016/09/24 07:00:00,6698.58,43.84,TRADE
NSW1,2016/09/24 07:30:00,6919.56,36,TRADE
NSW1,2016/09/24 08:00:00,7173.26,45.08,TRADE
NSW1,2016/09/24 08:30:00,7312.76,48.78,TRADE
NSW1,2016/09/24 09:00:00,7392.8,57.43,TRADE
NSW1,2016/09/24 09:30:00,7399.92,60.22,TRADE
NSW1,2016/09/24 10:00:00,7287.57,47.23,TRADE
NSW1,2016/09/24 10:30:00,7238.92,46.44,TRADE
NSW1,2016/09/24 11:00:00,7109.39,41.92,TRADE
NSW1,2016/09/24 11:30:00,7005.34,39.10,TRADE
NSW1,2016/09/24 12:00:00,6933.68,36.06,TRADE
NSW1,2016/09/24 12:30:00,6884.81,46.13,TRADE
NSW1,2016/09/24 13:00:00,6825.02,43.12,TRADE
NSW1,2016/09/24 13:30:00,6754.9,35.48,TRADE
NSW1,2016/09/24 14:00:00,6761.73,45.83,TRADE
NSW1,2016/09/24 14:30:00,6784.31,49.90,TRADE
NSW1,2016/09/24 15:00:00,6820.64,40.18,TRADE
NSW1,2016/09/24 15:30:00,6780.44,32.79,TRADE
NSW1,2016/09/24 16:00:00,6969.07,46.75,TRADE
NSW1,2016/09/24 16:30:00,7086.69,41.90,TRADE
NSW1,2016/09/24 17:00:00,7248.97,54.17,TRADE
NSW1,2016/09/24 17:30:00,7333.71,41.73,TRADE
NSW1,2016/09/24 18:00:00,7605.81,58.85,TRADE
NSW1,2016/09/24 18:30:00,7952.44,61.03,TRADE
NSW1,2016/09/24 19:00:00,8032.58,74.32,TRADE
NSW1,2016/09/24 19:30:00,7889.43,53.18,TRADE
NSW1,2016/09/24 20:00:00,7708.76,47.03,TRADE
NSW1,2016/09/24 20:30:00,7540.21,48.67,TRADE
NSW1,2016/09/24 21:00:00,7430.75,47.79,TRADE
NSW1,2016/09/24 21:30:00,7408.03,49.74,TRADE
NSW1,2016/09/24 22:00:00,7251.75,47.86,TRADE
NSW1,2016/09/24 22:30:00,7286.73,49.96,TRADE
NSW1,2016/09/24 23:00:00,7133.63,47.39,TRADE
NSW1,2016/09/24 23:30:00,7077.8,58.43,TRADE
NSW1,2016/09/25 00:00:00,6977.38,49.80,TRADE
NSW1,2016/09/25 00:30:00,6741.52,32.04,TRADE
NSW1,2016/09/25 01:00:00,6605.94,33.80,TRADE
NSW1,2016/09/25 01:30:00,6440.75,30.13,TRADE
NSW1,2016/09/25 02:00:00,6271.49,31.51,TRADE
NSW1,2016/09/25 02:30:00,6016.57,30.46,TRADE
NSW1,2016/09/25 03:00:00,5799.15,28.73,TRADE
NSW1,2016/09/25 03:30:00,5710.34,29.55,TRADE
NSW1,2016/09/25 04:00:00,5641.26,30.72,TRADE
NSW1,2016/09/25 04:30:00,5546.97,25.56,TRADE
NSW1,2016/09/25 05:00:00,5574.25,27.51,TRADE
NSW1,2016/09/25 05:30:00,5634.39,28.43,TRADE
NSW1,2016/09/25 06:00:00,5695.68,28.80,TRADE
NSW1,2016/09/25 06:30:00,5841.02,31.84,TRADE
NSW1,2016/09/25 07:00:00,6098.03,33.96,TRADE
NSW1,2016/09/25 07:30:00,6331.24,37.63,TRADE
NSW1,2016/09/25 08:00:00,6632.23,42.07,TRADE
NSW1,2016/09/25 08:30:00,6857.85,36.93,TRADE
NSW1,2016/09/25 09:00:00,7021.1,36.96,TRADE
NSW1,2016/09/25 09:30:00,7148.05,41.37,TRADE
NSW1,2016/09/25 10:00:00,7211.27,32.37,TRADE
NSW1,2016/09/25 10:30:00,7170.87,30.37,TRADE
NSW1,2016/09/25 11:00:00,6984.24,30.55,TRADE
NSW1,2016/09/25 11:30:00,6895.27,30.64,TRADE
NSW1,2016/09/25 12:00:00,6840.58,30.64,TRADE
NSW1,2016/09/25 12:30:00,6888.01,32.41,TRADE
NSW1,2016/09/25 13:00:00,6876.91,31.08,TRADE
NSW1,2016/09/25 13:30:00,6814.54,30.91,TRADE
NSW1,2016/09/25 14:00:00,6766.14,30.60,TRADE
NSW1,2016/09/25 14:30:00,6749.24,30.78,TRADE
NSW1,2016/09/25 15:00:00,6857.77,30.91,TRADE
NSW1,2016/09/25 15:30:00,6952.76,32.20,TRADE
NSW1,2016/09/25 16:00:00,7023.44,31.41,TRADE
NSW1,2016/09/25 16:30:00,7093,32.94,TRADE
NSW1,2016/09/25 17:00:00,7275.61,47.89,TRADE
NSW1,2016/09/25 17:30:00,7391.74,34.10,TRADE
NSW1,2016/09/25 18:00:00,7750.43,47.11,TRADE
NSW1,2016/09/25 18:30:00,8187.99,72.91,TRADE
NSW1,2016/09/25 19:00:00,8343.57,85.31,TRADE
NSW1,2016/09/25 19:30:00,8159.05,59.09,TRADE
NSW1,2016/09/25 20:00:00,7935.3,51.73,TRADE
NSW1,2016/09/25 20:30:00,7788.09,52.38,TRADE
NSW1,2016/09/25 21:00:00,7705.76,47.87,TRADE
NSW1,2016/09/25 21:30:00,7546.27,46.32,TRADE
NSW1,2016/09/25 22:00:00,7325.86,37.76,TRADE
NSW1,2016/09/25 22:30:00,7335.26,50.27,TRADE
NSW1,2016/09/25 23:00:00,7160.13,44.47,TRADE
NSW1,2016/09/25 23:30:00,7128.4,35.13,TRADE
NSW1,2016/09/26 00:00:00,7029.58,39.03,TRADE
NSW1,2016/09/26 00:30:00,6800.78,30.67,TRADE
NSW1,2016/09/26 01:00:00,6657.51,32.25,TRADE
NSW1,2016/09/26 01:30:00,6532.67,29.83,TRADE
NSW1,2016/09/26 02:00:00,6380.31,29.96,TRADE
NSW1,2016/09/26 02:30:00,6115.77,29.75,TRADE
NSW1,2016/09/26 03:00:00,5957,29.47,TRADE
NSW1,2016/09/26 03:30:00,5866.51,28.28,TRADE
NSW1,2016/09/26 04:00:00,5830.19,27.62,TRADE
NSW1,2016/09/26 04:30:00,5890.02,35.66,TRADE
NSW1,2016/09/26 05:00:00,6057.68,47.05,TRADE
NSW1,2016/09/26 05:30:00,6365.66,32.03,TRADE
NSW1,2016/09/26 06:00:00,6700.64,34.20,TRADE
NSW1,2016/09/26 06:30:00,7223.99,41.73,TRADE
NSW1,2016/09/26 07:00:00,7633.4,51.25,TRADE
NSW1,2016/09/26 07:30:00,7620.16,37.10,TRADE
NSW1,2016/09/26 08:00:00,7891.67,51.16,TRADE
NSW1,2016/09/26 08:30:00,7999.25,51.09,TRADE
NSW1,2016/09/26 09:00:00,7988.24,52.87,TRADE
NSW1,2016/09/26 09:30:00,7976.66,51.78,TRADE
NSW1,2016/09/26 10:00:00,7851.04,34.84,TRADE
NSW1,2016/09/26 10:30:00,7823.05,38.69,TRADE
NSW1,2016/09/26 11:00:00,7692.03,36.18,TRADE
NSW1,2016/09/26 11:30:00,7630.14,33.02,TRADE
NSW1,2016/09/26 12:00:00,7613.46,44.68,TRADE
NSW1,2016/09/26 12:30:00,7533.55,37.14,TRADE
NSW1,2016/09/26 13:00:00,7478.22,38.08,TRADE
NSW1,2016/09/26 13:30:00,7439.9,46.70,TRADE
NSW1,2016/09/26 14:00:00,7474.6,40.62,TRADE
NSW1,2016/09/26 14:30:00,7486.48,49.96,TRADE
NSW1,2016/09/26 15:00:00,7556.87,48.20,TRADE
NSW1,2016/09/26 15:30:00,7648.53,47.56,TRADE
NSW1,2016/09/26 16:00:00,7770.57,42.77,TRADE
NSW1,2016/09/26 16:30:00,7831.52,49.70,TRADE
NSW1,2016/09/26 17:00:00,8078.72,75.02,TRADE
NSW1,2016/09/26 17:30:00,8230.43,50.71,TRADE
NSW1,2016/09/26 18:00:00,8552.84,52.07,TRADE
NSW1,2016/09/26 18:30:00,8873.16,75,TRADE
NSW1,2016/09/26 19:00:00,8992.71,82.68,TRADE
NSW1,2016/09/26 19:30:00,8788.89,54.36,TRADE
NSW1,2016/09/26 20:00:00,8596.88,53.91,TRADE
NSW1,2016/09/26 20:30:00,8448.95,59.04,TRADE
NSW1,2016/09/26 21:00:00,8323.5,58.60,TRADE
NSW1,2016/09/26 21:30:00,8183.09,56.83,TRADE
NSW1,2016/09/26 22:00:00,7921.56,46.68,TRADE
NSW1,2016/09/26 22:30:00,7960.7,59.41,TRADE
NSW1,2016/09/26 23:00:00,7756.11,51.98,TRADE
NSW1,2016/09/26 23:30:00,7760.86,59.70,TRADE
NSW1,2016/09/27 00:00:00,7703.62,48.34,TRADE
NSW1,2016/09/27 00:30:00,7508.91,44.86,TRADE
NSW1,2016/09/27 01:00:00,7397.51,46.09,TRADE
NSW1,2016/09/27 01:30:00,7261.36,51.43,TRADE
NSW1,2016/09/27 02:00:00,6983.57,40.12,TRADE
NSW1,2016/09/27 02:30:00,6692.79,46.16,TRADE
NSW1,2016/09/27 03:00:00,6393.98,32.30,TRADE
NSW1,2016/09/27 03:30:00,6325.82,35.52,TRADE
NSW1,2016/09/27 04:00:00,6197.92,37.36,TRADE
NSW1,2016/09/27 04:30:00,6177.55,39,TRADE
NSW1,2016/09/27 05:00:00,6267.47,38.39,TRADE
NSW1,2016/09/27 05:30:00,6598.02,35.36,TRADE
NSW1,2016/09/27 06:00:00,6895.09,38.65,TRADE
NSW1,2016/09/27 06:30:00,7449.58,58.89,TRADE
NSW1,2016/09/27 07:00:00,7888.31,64.50,TRADE
NSW1,2016/09/27 07:30:00,7954.88,43.31,TRADE
NSW1,2016/09/27 08:00:00,8100.78,60.42,TRADE
NSW1,2016/09/27 08:30:00,8102.81,45.82,TRADE
NSW1,2016/09/27 09:00:00,7946.23,42.61,TRADE
NSW1,2016/09/27 09:30:00,7852.69,39.78,TRADE
NSW1,2016/09/27 10:00:00,7785.4,33.17,TRADE
NSW1,2016/09/27 10:30:00,7789.97,43.05,TRADE
NSW1,2016/09/27 11:00:00,7762.33,48.27,TRADE
NSW1,2016/09/27 11:30:00,7688.1,48.52,TRADE
NSW1,2016/09/27 12:00:00,7665.98,47.88,TRADE
NSW1,2016/09/27 12:30:00,7634.48,49.16,TRADE
NSW1,2016/09/27 13:00:00,7511.63,41.42,TRADE
NSW1,2016/09/27 13:30:00,7571.75,41.42,TRADE
NSW1,2016/09/27 14:00:00,7506.55,42.35,TRADE
NSW1,2016/09/27 14:30:00,7482.07,42.37,TRADE
NSW1,2016/09/27 15:00:00,7538.63,46.93,TRADE
NSW1,2016/09/27 15:30:00,7510.96,43.72,TRADE
NSW1,2016/09/27 16:00:00,7623.4,48.13,TRADE
NSW1,2016/09/27 16:30:00,7731.42,48.43,TRADE
NSW1,2016/09/27 17:00:00,7957.57,50.04,TRADE
NSW1,2016/09/27 17:30:00,8139.33,47.30,TRADE
NSW1,2016/09/27 18:00:00,8566.72,52.81,TRADE
NSW1,2016/09/27 18:30:00,8908.43,68.10,TRADE
NSW1,2016/09/27 19:00:00,9110.17,139.71,TRADE
NSW1,2016/09/27 19:30:00,8970.69,72.18,TRADE
NSW1,2016/09/27 20:00:00,8821.56,62.23,TRADE
NSW1,2016/09/27 20:30:00,8696.29,64.99,TRADE
NSW1,2016/09/27 21:00:00,8500.41,60.15,TRADE
NSW1,2016/09/27 21:30:00,8240.89,47.76,TRADE
NSW1,2016/09/27 22:00:00,8068.02,41.99,TRADE
NSW1,2016/09/27 22:30:00,8071.15,52.68,TRADE
NSW1,2016/09/27 23:00:00,7846.73,52.75,TRADE
NSW1,2016/09/27 23:30:00,7793.28,64.73,TRADE
NSW1,2016/09/28 00:00:00,7756.05,49.81,TRADE
NSW1,2016/09/28 00:30:00,7618.03,56.78,TRADE
NSW1,2016/09/28 01:00:00,7467,51.11,TRADE
NSW1,2016/09/28 01:30:00,7340.42,45.23,TRADE
NSW1,2016/09/28 02:00:00,7126.38,40.03,TRADE
NSW1,2016/09/28 02:30:00,6814.97,40.19,TRADE
NSW1,2016/09/28 03:00:00,6585.33,43.37,TRADE
NSW1,2016/09/28 03:30:00,6385.08,44.15,TRADE
NSW1,2016/09/28 04:00:00,6263.77,36.96,TRADE
NSW1,2016/09/28 04:30:00,6291.64,39.33,TRADE
NSW1,2016/09/28 05:00:00,6422.37,36.95,TRADE
NSW1,2016/09/28 05:30:00,6682.3,48.46,TRADE
